term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.sub_types,EffectType
Sex,Male - Female,0.09252601406247293,0.009580944125036989,9.657296071760122,4.577871909499868e-22,70.88774099118902,0.07374770863950982,0.11130431948543605,0.12063906097163357,148,1123,Female,Dom,Lhx8.GABA_1,MER
Sex,Male - Female,0.09252601406247293,0.009580944125036989,9.657296071760122,4.577871909499868e-22,70.88774099118902,0.07374770863950982,0.11130431948543605,0.12063906097163357,132,1119,Female,Dom,Lhx8.GABA_1,MER
Sex,Male - Female,0.09252601406247293,0.009580944125036989,9.657296071760122,4.577871909499868e-22,70.88774099118902,0.07374770863950982,0.11130431948543605,0.12063906097163357,90,825,Female,Dom,Lhx8.GABA_1,MER
Sex,Male - Female,0.016595078355159512,0.008278297482790685,2.0046487082226925,0.045000615518913004,4.473911454998851,3.699134355811852e-4,0.03282024327473784,0.0567920184190341,15,377,Female,Sub,Lhx8.GABA_1,MER
Sex,Male - Female,0.016595078355159512,0.008278297482790685,2.0046487082226925,0.045000615518913004,4.473911454998851,3.699134355811852e-4,0.03282024327473784,0.0567920184190341,36,456,Female,Sub,Lhx8.GABA_1,MER
Sex,Male - Female,0.016595078355159512,0.008278297482790685,2.0046487082226925,0.045000615518913004,4.473911454998851,3.699134355811852e-4,0.03282024327473784,0.0567920184190341,23,470,Female,Sub,Lhx8.GABA_1,MER
Sex,Male - Female,0.09252601406247293,0.009580944125036989,9.657296071760122,4.577871909499868e-22,70.88774099118902,0.07374770863950982,0.11130431948543605,0.2131650750341065,172,767,Male,Dom,Lhx8.GABA_1,MER
Sex,Male - Female,0.09252601406247293,0.009580944125036989,9.657296071760122,4.577871909499868e-22,70.88774099118902,0.07374770863950982,0.11130431948543605,0.2131650750341065,241,1261,Male,Dom,Lhx8.GABA_1,MER
Sex,Male - Female,0.09252601406247293,0.009580944125036989,9.657296071760122,4.577871909499868e-22,70.88774099118902,0.07374770863950982,0.11130431948543605,0.2131650750341065,212,904,Male,Dom,Lhx8.GABA_1,MER
Sex,Male - Female,0.016595078355159512,0.008278297482790685,2.0046487082226925,0.045000615518913004,4.473911454998851,3.699134355811852e-4,0.03282024327473784,0.07338709677419361,65,864,Male,Sub,Lhx8.GABA_1,MER
Sex,Male - Female,0.016595078355159512,0.008278297482790685,2.0046487082226925,0.045000615518913004,4.473911454998851,3.699134355811852e-4,0.03282024327473784,0.07338709677419361,56,911,Male,Sub,Lhx8.GABA_1,MER
Sex,Male - Female,0.016595078355159512,0.008278297482790685,2.0046487082226925,0.045000615518913004,4.473911454998851,3.699134355811852e-4,0.03282024327473784,0.07338709677419361,61,705,Male,Sub,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.06384704255259947,0.008700547738509317,-7.3382785166510125,2.163585765409987e-13,42.07164092263067,-0.08089980276584915,-0.0467942823393498,0.12063906097163357,148,1123,Female,Dom,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.06384704255259947,0.008700547738509317,-7.3382785166510125,2.163585765409987e-13,42.07164092263067,-0.08089980276584915,-0.0467942823393498,0.12063906097163357,132,1119,Female,Dom,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.06384704255259947,0.008700547738509317,-7.3382785166510125,2.163585765409987e-13,42.07164092263067,-0.08089980276584915,-0.0467942823393498,0.12063906097163357,90,825,Female,Dom,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.06384704255259947,0.008700547738509317,-7.3382785166510125,2.163585765409987e-13,42.07164092263067,-0.08089980276584915,-0.0467942823393498,0.0567920184190341,15,377,Female,Sub,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.06384704255259947,0.008700547738509317,-7.3382785166510125,2.163585765409987e-13,42.07164092263067,-0.08089980276584915,-0.0467942823393498,0.0567920184190341,36,456,Female,Sub,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.06384704255259947,0.008700547738509317,-7.3382785166510125,2.163585765409987e-13,42.07164092263067,-0.08089980276584915,-0.0467942823393498,0.0567920184190341,23,470,Female,Sub,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.1397779782599129,0.009199193602471609,-15.19459034130533,3.84056998301193e-52,170.79894049542514,-0.1578080664075685,-0.12174789011225727,0.2131650750341065,172,767,Male,Dom,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.1397779782599129,0.009199193602471609,-15.19459034130533,3.84056998301193e-52,170.79894049542514,-0.1578080664075685,-0.12174789011225727,0.2131650750341065,241,1261,Male,Dom,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.1397779782599129,0.009199193602471609,-15.19459034130533,3.84056998301193e-52,170.79894049542514,-0.1578080664075685,-0.12174789011225727,0.2131650750341065,212,904,Male,Dom,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.1397779782599129,0.009199193602471609,-15.19459034130533,3.84056998301193e-52,170.79894049542514,-0.1578080664075685,-0.12174789011225727,0.07338709677419361,65,864,Male,Sub,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.1397779782599129,0.009199193602471609,-15.19459034130533,3.84056998301193e-52,170.79894049542514,-0.1578080664075685,-0.12174789011225727,0.07338709677419361,56,911,Male,Sub,Lhx8.GABA_1,MER
Status,Sub - Dom,-0.1397779782599129,0.009199193602471609,-15.19459034130533,3.84056998301193e-52,170.79894049542514,-0.1578080664075685,-0.12174789011225727,0.07338709677419361,61,705,Male,Sub,Lhx8.GABA_1,MER
